,id,listing_url,experiences_offered,neighborhood_overview,notes,transit,interaction,house_rules,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,amenities,price,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,L_Year,L_Month,L_Date
1859,15149137,https://www.airbnb.com/rooms/15149137,none,"Safe quiet neighborhood around the corner from a police station. The Block is a tree lined residential street with brownstone homes. Abyssinian Baptist Church 2 blocks away, Saint Nicks Park 2 blocks away, Shrine around the corner,  Hycienth Lounge, Appolo Theater, Sylvias, Harlem Nights, The Edge (great for brunch) IHOP, pizza shop, delis, Fresh Salad  and Chicken Shop,  24 hour laundry around corner (wash and fold if wish) located a couple doors down  from police station.",laundromat around the corner open until midnight,Metro subway trains;  B & C on 135th and St Nicholas 2&3 on 135 and Lenox,I can always be reached using the airbnb app if you need anything.  I would  love to display your country's flag in my home. So everyone 21 and older who brings their home country's flag gets a complimentary bottle of wine. Please note once a flag is on the list below the offer is no longer eligible for that country. National Flags received: America France Union Jack England Thailand Venezuela Canada Fleurdelisé Iceland Australia Finland Venezuela Ecuador Guadeloupe Germany Spain Scotland Portugal Russia Galicia Argentina  Cornwall Slovakia Brazil Chile Ireland Italy China Vietnam Indonesia Antigua Martinique Independence Mexico Israel Denmark Belgium Malta Rainbow Ukraine Taiwan Netherlands Hungary Bosnia Panama Navajo Austria Puerto Rico,"Due to the current C-19 Crisis Rentals Only available to verifiable approved healthcare workers, Federal and State Government Agencies.  No drugs, smoking, incense or loud parties. Please respect my neighbors and community. Be considerate of check-in (after 15:00) and checkout (before 11:00AM) times.  Make my home your home in both the way you enjoy it and respect it. Please put all dvds and video games back in their case for the next guest to enjoy them.  No unregistered guests allowed on premises. Front entrance must be locked at all times. My home is located on a quiet tree lined street. Although a good time at  Harlem Nights or Shrine is just around the corner. Please be considerate and conserve - make certain air-conditioners and lights are turned off when you are not in the unit. *Maximum occupancy is 4 *ALL visitors to my home must be registered with AirBnB. Guests on property   beyond those included in reservation are cause for removal of entire group at   no refund.  *Rate is ",7202412,a few days or more,33%,96%,t,4.0,4.0,Manhattan,10030,40.8155,-73.94578,Townhouse,Entire home/apt,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Shower gel"",""Trash can""}",175.0,121,19,2016-10-07,2020-01-02,98.0,10.0,10.0,9.0,10.0,2.65,2020,01,02
1867,15218342,https://www.airbnb.com/rooms/15218342,none,"This unique location is reminiscent of a tree lined street in Paris. Cafes, Boutiques, Bakeries, and Al Fresco Restaurants are steps away.  The Metro or Subway is 2 blocks away on either side of the apartment that can take you anywhere in the City. Or you can walk, everything you desire are steps away. Wireless high speed internet, ALSO: The house is one of the oldest in lower Manhattan (1835), built on land originally owed by Arron Burr America's 3rd Vice-President (and Alexander Hamilton's great Rival) and the building retains some of its original features and charm.  If you love a European/Old-world style this is a great choice for you!  It is an amazing house and people love to stay here! The studio is facing the garden, so mostly quiet, unless the neighbors have a party, then it is loud!","The studio is in our Townhouse. We have 2 kids and a dog!  You might meet them on the stairs. The studio is 2 flights up via stairs. We do not have a tv, but we do have excellent wifi. We have blinds, but NOT blackout blinds! The studio is sunny. The bathrooms is tiny but it has a full tub, a good shower and toilet.  Noise: The apartment faces the garden and is mostly very quiet, BUT if our downstairs tenants have a party or are spending a lot of time in the garden then it can be loud(er). Usually the air-conditioner combined with the noise canceling machine works wonders, and this is VERY sporadic, but it does happen.",Close to most major subways.  A quick trip to most major NYC attractions and an easy walk to some of the greatest shopping and restaurants.,We are totally available. We live in the Townhouse.,"The studio is in our home, so it is important the studio be left as clean as you found it. We prefer quiet and family friendly guests. No Smoking. No open flame.",49645950,within an hour,100%,97%,t,2.0,2.0,Manhattan,10012,40.72651,-74.00317,Apartment,Entire home/apt,"{Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_50"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Host greets you""}",179.0,173,37,2016-10-15,2020-03-07,99.0,10.0,10.0,10.0,10.0,3.81,2020,03,07
1875,15260962,https://www.airbnb.com/rooms/15260962,none,"Soho, our neighbor has everything needed: high end fashion and home goods stores and boutiques, restaurants from everywhere in the word , excellent  bakeries, supermarkets , coffeshops, parks such as the unique Washington park, several subways stations around, flea markets on weekends etc!","The location is unbeatable, furnitures from everywhere in the world are perfectly mixed, artsy building facade is unique, wide spaces at your disposition as well as high quality equipments. Silent bedrooms overlooking an inner court .All you need for the perfect stay!",The street is one of the main streets of Soho where several taxies go back and forth. Subways and bus station at every corner. Perfectly connected with every part of the city!,Pietro and I are always available by phone in case of any info needed while our team can personally be there in the case you need it.,Is strictly forbidden to play loud music and to make noise in the apartment in order to preserve the quiet of the building and to respect other neighbors,26830685,within an hour,100%,100%,t,34.0,34.0,Manhattan,10012,40.72635,-74.0007,Apartment,Entire home/apt,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Hot tub"",Heating,""Family/kid friendly"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private living room"",""Private entrance"",Bathtub,""High chair"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Shower gel"",""Trash can""}",850.0,50,18,2017-01-01,2020-03-01,97.0,10.0,10.0,10.0,9.0,1.17,2020,03,01
1881,15344255,https://www.airbnb.com/rooms/15344255,none,"West Chelsea is a growing neighborhood thriving in its own art, restaurant, and nightlife scenes. New luxury residences, boutique business establishments, and ""social media worthy"" things-to-do are popping up continuously. The foot traffic is light, the sidewalks are wide, and the streets are relatively clean. Not to mention the High Line, the world-renowned, above-ground park/walking path built atop an old railroad that cuts through the heart of West Chelsea. You are also walking distance to some of the most visited neighborhoods in Manhattan such as Hudson Yards, Chelsea, and Meatpacking District.","It's great to be in the center of the action - my apartment is conveniently located in one of Manhattan's most trendy, thriving neighborhoods. Luckily, I am a few blocks removed from all the ""craziness"" so the foot traffic and noise in thee mornings/evenings tend to be less than other parts of the city. But in NYC...you always prepare for the unexpected :) If you are very sensitive to noise, I have provided disposable ear plugs in the top-most kitchen drawer so you are able to rest comfortably.","Two avenues from the C & E train that will get you to New York City's most popular tourist destinations (Time Square, Central Park, World Trade Center, etc.). Also walking distance to Hudson Yards, Chelsea, and Meatpacking District neighborhoods","I will be available at any time during your stay to recommend dining, daytime activities, or nightlife. I have a large network in New York City and will be happy to make your stay as memorable as possible.","- Before booking you must have at least 3 verifications. Please be prepared to tell me a little bit about yourself including what you do for a living, reason for your visit, etc. (This is my primary residence so I want to build a trusting relationship between my guests and I) - Sofa MUST BE COVERED with sheet set if using it to sleep - If a meal is cooked, all appliances should be thoroughly cleaned after - ALL trash/recyclables should be taken out every 1-2 days and before the end of your stay and placed in the dumpster in the front garden - NO EATING on the bed or couch, only on the kitchen island - I am VERY afraid of bugs so PLEASE keep the space as clean as possible throughout your stay. Please make sure all trash is placed in the garbage container under the sink or in the bathroom before you leave the house - Be respectful to other tenants when you see them in the hallways. There is to be NO MENTION of Airbnb stay",97842006,within a few hours,100%,97%,t,1.0,1.0,Manhattan,10011,40.74624,-74.00371,Apartment,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Bathtub,""Hot water"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",Other,""Shower gel"",""Baking sheet"",""Trash can""}",213.0,70,19,2016-12-11,2020-02-17,98.0,10.0,10.0,10.0,9.0,1.61,2020,02,17
1882,15344749,https://www.airbnb.com/rooms/15344749,none,"My place is in Manhattan Chinatown. Close to Lower East Side and Dumbo Brooklyn, so it's an ideal location if you are into the local arts scene. It' around 20 mins walk to Soho and World Trade Center. The walk is never boring as you explore amidst the hustle and bustle of downtown Manhattan. Let alone hundreds of restaurants and bars in this area!",,"Walking distance to Lower East Side, East River, Manhattan Bridge, Brooklyn Bridge, Soho, Little Italy and Word Trade Center. 5 min walk to F train station which takes 15-20 mins to mid town.","I work from 9am to 6pm on weekdays. Sometimes have to work overtime in office. But when I am home, I am always happy to talk with guests if they feel like having a chat, or offer some help whenever needed.  I am originally from China and I love New York. A big fan of traveling, music, literature, and arts.","- No Drugs - Please lock the door when leaving the apartment - Guests are welcome to use the coffee maker, the toaster, the refrigerator and the microwave for simple food, but guests do not have access to the kitch for ""full meal preparation"" i.e. using pots, pans, stove, oven etc. - No pets - No smoking inside - Daily house-keeping is not included - Homeowner/hosts assume no responsibility and/or liability for any accident, injuries, illness and/or losses to person or property while on/using premises and/or property.",30702769,within a day,100%,58%,t,1.0,1.0,Manhattan,10002,40.71305,-73.99443000000001,Apartment,Private room,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water""}",100.0,174,20,2016-10-08,2020-03-07,99.0,10.0,10.0,9.0,10.0,3.81,2020,03,07
1886,15396351,https://www.airbnb.com/rooms/15396351,none,"There are few neighborhoods in the world that have had the kind of cultural impact that Harlem has, and our apartment is truly in the heart of it all.  We are a block from the Apollo, a music hall which is credited with launching the careers of some of the most talented African American artists since the 1930s. The amateur night every Wednesday is still incredibly competitive and definitely a fun thing to do in the city.  There are several great jazz bars within a five minute walk, and the Studio Museum (a two-minute walk) is an excellent museum dedicated to showcasing African American art. (The gift shop is also highly recommended.)   We are one block away from 125th street--the main thoroughfare in Harlem filled with lots of shopping (and some of the best outlet shopping in Manhattan), and there are several neighborhood walking tours that leave just minutes from our apartment organized around a variety of subjects, including food, heritage, jazz, and gospel-themed tours. There is als","We are generally very flexible about arrival and departure times, but on days when we are expecting one guest to check out and another to check in, we ask those leaving to do so by 11am and those arriving to come no sooner than 1pm in order to ensure adequate time to fully clean the studio.  On days when there is no overlap of guests, we are completely flexible about check-in or check-out times (because even if we can't be there, we can keep the key in a lock box for you.)  Regardless of whether or not you are overlapping with another guest, you are welcome to keep your luggage in our apartment upstairs, where it will be safely stored until it is time for you to leave. (And if you need to store it while you wait to check in, we bring the luggage down for you so that it is waiting for you when you get into the apartment at 1pm.","The location is pretty amazing for transportation purposes as well. Our apartment is one block away from the 2 (subway) line, 2.5 blocks away from the A-C-B-D line, and 4 blocks from the 4-5-6 line. We are also one block from the M60 (an express bus that goes from La Guardia to Columbia University).  Directly across from the street from the apartment is a private parking garage if you would like to keep your car there overnight, but we have a car that we keep on the street as there is free street parking all around. (It really just comes down to your personal comfort level.)","Both Amir and I are around and happy to help with anything you might need during your stay. We live in the apartment upstairs and Amir works from home, so it is usually very easy to get in touch with us quickly.",,20368225,within an hour,100%,100%,f,4.0,4.0,Manhattan,10027,40.80854,-73.94519,Apartment,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Suitable for events"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Lockbox,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",200.0,121,17,2017-02-14,2020-01-03,99.0,10.0,10.0,10.0,10.0,2.93,2020,01,03
1889,15425744,https://www.airbnb.com/rooms/15425744,none,"The neighborhood is safe,easy access to transportation ,neighbors are friendly, and different restaurants to have a good time or enjoy their food. Please research the location when booking . Reviews have locations to rate. If the the location is too far from where you’re planning on going it’s not the host fault you booked the place.",I have a washer and dryer in order to use there's a fee.,"You'll have easy access to the A,B,C, D,and 1 train all these trains have transfer to any other you  wish to take. There are many bus stops near by.","I want my guests to feel comfortable and welcome, but also want to respect their privacy and allow them a private vacation. I am accesible if there's any questions or something is needed to make your stay more pleasant.","Please do not leave the Air conditioner on if you're not in the apartment  No parties or events  Please don't drop/slam the door No guest beyond those on the reservation Take care of the furniture  Make sure you lock the main door if you notice there's no one home Make sure you place the towel mat before getting out of the shower The comforters and bed sheets provided are white , please take good care of it No kitchen use  Make sure when you use the restroom you leave it exactly the way it was Thank You !",96892684,within an hour,100%,95%,f,1.0,1.0,Manhattan,10032,40.83923,-73.94556999999999,Apartment,Private room,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Breakfast,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Fireplace guards"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Host greets you""}",65.0,130,17,2016-12-18,2020-01-18,95.0,10.0,10.0,9.0,9.0,3.0,2020,01,18
1910,15663513,https://www.airbnb.com/rooms/15663513,none,"A beautiful private suite on a reasonably quiet street in the heart of a busy city!  However long you stay, you will wish you had stayed longer.","If you arrive early or late, we can handle your luggage before and after check-in or out. Late and early checkouts can be considered on a case by case basis depending upon availability.","The house is close to north/south and crosstown bus and subway routes. Cross town is a breeze on the 68th street  bus taking you directly to Lincoln Center. The R, N, 4,5,6, Q, and M trains are within 2 to 6 blocks. Easy access to all of Manhattan, Brooklyn, Queens and the Bronx. Parking, though expensive, is within a block.","Either my staff or i can assist you with any questions or problems that may arrive. We are happy to suggest restaurants, theater shows, and print out tickets. We are very friendly but also very busy as are all of our guests to date.","Due to NYC and NYS sales tax requirements, at the time of check in, we are required to collect sales tax of approximately 16% of the amount paid to us through AirBNB.  This amount is to be payable in cash or travelers check. - Although it is necessary to walk through the house stairs, we anticipate that guests will respect our privacy and that of our patients and other guests.  We are here to make sure you have an enjoyable stay.  We both live and work out of the townhouse which is a small doctor's office within the home.  We are here to make sure your stay is pleasant, private, and serene.  Cleaning services and babysitting can be arranged. - For separate charges, the drawing room, which is on the south side of the second floor, is available on request.   It is suitable for invitational events or for cocktail parties.   The adjacent garden-facing solarium is a spacious dining room for such events as a catered party.    - Most guests walk up to the apartment through the house stairs, b",68094795,within a day,92%,99%,t,2.0,2.0,Manhattan,10065,40.76643,-73.96124,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Paid parking off premises"",Breakfast,Elevator,""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private living room"",Bathtub,""High chair"",""Children’s books and toys"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Shower gel"",""Trash can""}",249.0,85,30,2016-12-07,2020-03-11,99.0,10.0,10.0,10.0,9.0,1.95,2020,03,11
1913,15693063,https://www.airbnb.com/rooms/15693063,none,Definitely my favorite neighborhood in the city with tons of restaurants and convenient transportation.,,ACE or BDFM train to w4 station. Exit from W3 exit.,I’m always delighted to hang out with guests,,97186572,within an hour,80%,96%,t,1.0,1.0,Manhattan,10014,40.73088,-74.00378,Apartment,Entire home/apt,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}",300.0,90,30,2016-11-15,2020-03-08,96.0,10.0,10.0,10.0,9.0,2.03,2020,03,08
1925,15817291,https://www.airbnb.com/rooms/15817291,none,The neighborhood is great and quite trendy. There are a lot of brand new pubs and restaurants just steps from the apartment.,"Check in time is totally flexible.  However I do have a day job and work from 9 AM to 6PM.  So check-in before 9am or after 6:30pm is most likely.  If you check in early morning, you may have to just leave your bags as the current guest doesn't check out until 10am.   You are welcome to leave your bags with my doorman in the lobby of my building and go out and enjoy the city and I will meet you after I return from work.   If arranged prior to your arrival, I can have my cleaning lady meet you however you have to arrive when you say you will as she can't wait for travel delays and the sort so it's best to just message me and we can make arrangements that fit your travel schedule.   I guess if I'm forced to list a time it would be 6:30pm. This allows the prior guests time to check out which is 10AM and for me to clean the room and get it ready for you.  However, you are welcome to drop off your bags at any hour.  You are also welcome to leave your luggage during the day if you have an ev","There are plenty of options for moving about the city.  The M4 Bus stop is right outside my building and takes you all the way to the bottom of Manhattan.  The ride to the top of 5th avenue at 60th street is about 30 mins.  Or you can take the 1, 2 or 3 train which is 5 short blocks from the apt or the A,B, C, and D, trains are 3 long blocks away ... about 5 minutes walk.  Of course you can also use Uber, Lyft, or any of the other new apps out there for car services, and of course there are plenty of taxi's.","I will be there to meet you when you arrive!  Give you the keys and introduce you to the dogs!!  I will have maps of the area and transportation so that you will be able to navigate the city with ease.  However, should you get stuck during the day, you can always call or text me.  Local restaurants or recommendations in midtown are always available, just ask.",- Must take shoes off once you enter the Apt Please don't bring strangers back to the apartment.  No smoking in the apartment or your room.  Please don't let the entrance door slam as it's a heavy door and very loud if just let go.  No Fish of any kind can be cooked in the apartment. No fish can be heated up in the microwave and no canned fish can be opened.  No bacon can be cooked in the apartment.  Please don't feed the dogs.,102383709,within an hour,100%,100%,t,2.0,2.0,Manhattan,10031,40.82914,-73.94736,Apartment,Private room,"{TV,Internet,Wifi,""Air conditioning"",""Paid parking off premises"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Window guards"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Luggage dropoff allowed"",""Host greets you""}",69.0,186,31,2016-11-13,2020-03-14,98.0,10.0,10.0,10.0,10.0,4.18,2020,03,14
1938,15943475,https://www.airbnb.com/rooms/15943475,none,The Upper West Side has so much character. It is close to so many attractions and museums and super convenient to downtown activities as well! I have lived in most of the neighborhoods in the city and Upper West has been my favorite!,"This is New York! Things are old and maybe a little unconventional. Please note the bathtub is old and has rust stains in the bottom. It came that way. It is not dirty, tub is clean and bleached before every guest. Our homes are not always perfect but they are in New York so that makes them perfect! Hope you enjoy!","Public transportation is very convenient! The train is steps away from the apartment and has local and express stops. Walking to Central Park, Riverside Park and many of the museums is very easy also. Columbus Circle is only a 10min walk or 2 stops away on the subway. Times Square is 1 stop away on the express train and Macy’s, Empire State Building and Herald Square is only 2 stops away!  Street parking on the weekends is pretty painless. There is also a parking garage 4 blocks away.",I will be available by phone.,"No smoking whatsoever not even in the backyard area, as I am a severe asthmatic and highly allergic.  It may not seem like an issue to you, but even a bare trace of smoke near my living space is critical to my breathing.  You must smoke outside if front of the building if needed.",103434234,within an hour,100%,67%,f,3.0,3.0,Manhattan,10023,40.7768,-73.98217,Apartment,Entire home/apt,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets live on this property"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Garden or backyard"",Other}",255.0,78,13,2016-11-26,2020-05-09,97.0,10.0,10.0,10.0,10.0,1.77,2020,05,09
1959,16146708,https://www.airbnb.com/rooms/16146708,none,"Harlem is a vibrant and historical neighborhood in New York City. Here are some great places and resources near my home: Ponty Bistro Harlem: chic French-African, great for brunch or dinner The Shrine: historical dance club with great music. Harlem Nights: local bar/lounge with great live music just 1 block away The Edge: great for brunch or dinner, great ambience Make My Cake: local bakery PROOF Coffee: handcrafted high-end coffee shop Manhattanville Coffee Shop: hip place to work and grab a bite with great coffee and vibes Abyssiana: Ethiopian restaurant Babbalucci: Amazing pizza and Italian food Red Rooster: Upscale comfort food eatery with creative cooking from celeb chef Marcus Samuelsson. Dino's BBQ: famous NYC bbq joint by the river on the westside. A gentle 25 minute walk away. A great place to go on a summer evening. Harlem Grow: community garden Studio Museum Harlem: free on Sundays Countee Cullen New York Public Library YMCA: free trial and day rates available, sauna and ste",I am available and happy to touch base on any questions you have about your stay that I have not answered in my listing. Don't hesitate to ask.,The apartment is located 2 blocks away from two subway stations (Express 2 & 3 and B&C) and Times Square is only a 15 minute train ride away! There is a bus stop right outside the apartment as well.,This is my home and I will also be here during your stay. Please let me know if you have any specific needs or questions and I can let you know how I can help!,"-- We kindly request that you have a verified government ID with Airbnb before booking, if not we won't be able to accept the reservation. -- Please let us know your arrival time and be on time to check-in, as we plan our schedules around meeting you. — No additional guests beyond those accounted for in the reservation.",10332773,within a day,100%,100%,t,1.0,1.0,Manhattan,10030,40.81749,-73.94315,Apartment,Private room,"{Wifi,Kitchen,Gym,Breakfast,Elevator,""Free street parking"",Heating,""Family/kid friendly"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",110.0,176,37,2016-12-10,2020-03-24,98.0,10.0,10.0,10.0,10.0,4.04,2020,03,24
1961,16172498,https://www.airbnb.com/rooms/16172498,none,The neighborhood is great and quite trendy. There are a lot of brand new pubs and restaurants just steps from the apartment.,"Check in time is totally flexible.  However I do have a day job and work from 9 AM to 6PM.  So check-in before 9am or after 6:30pm is most likely.  If you check in early morning, you may have to just leave your bags as the current guest doesn't check out until 10am.   You are welcome to leave your bags with my doorman in the lobby of my building and go out and enjoy the city and I will meet you after I return from work.   If arranged prior to your arrival, I can have my cleaning lady meet you however you have to arrive when you say you will as she can't wait for travel delays and the sort so it's best to just message me and we can make arrangements that fit your travel schedule.   I guess if I'm forced to list a time it would be 6:30pm. This allows the prior guests time to check out which is 10AM and for me to clean the room and get it ready for you.  However, you are welcome to drop off your bags at any hour.  You are also welcome to leave your luggage during the day if you have an ev","There are plenty of options for moving about the city.  The M4 Bus stop is right outside my building and takes you all the way to the bottom of Manhattan.  The ride to the top of 5th avenue at 60th street is about 30 mins.  Or you can take the 1, 2 or 3 train which is 5 short blocks from the apt or the A,B, C, and D, trains are 3 long blocks away ... about 5 minutes walk.  Of course you can also use Uber, Lyft, or any of the other new apps out there for car services, and of course there are plenty of taxi's.","I will be there to meet you when you arrive!  Give you the keys and introduce you to the dogs!!  I will have maps of the area and transportation so that you will be able to navigate the city with ease.  However, should you get stuck during the day, you can always call or text me.  Local restaurants or recommendations in midtown are always available, just ask.","Upon entering the apartment there is a shoe bench. Please remove your shoes and leave them there. Please don't bring back any strangers to the apartment.  Please don't let the entrance door slam as it's a heavy door and quite loud if just let go. No smoking in the apartment or your room. No Canned Fish may be eaten in the Apt.  No Tuna, No Sardines, No FISH! No Bacon can be cooked in the apartment.  Please don't feed the dogs.",102383709,within an hour,100%,100%,t,2.0,2.0,Manhattan,10031,40.830690000000004,-73.94779,Apartment,Private room,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Paid parking off premises"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Window guards"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you""}",58.0,159,27,2016-12-08,2020-03-11,98.0,10.0,10.0,10.0,10.0,3.64,2020,03,11
